,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch
2179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024390000000000002,0.024390000000000002,0.0,0.024390000000000002,0.048780000000000004,0.0,0.0,0.0,0.024390000000000002,0.0,0.0,0.0,13.0,0.7561,88126.54545,127.0,0.17073,0.0,0.53659,0.46341000000000004,0.0,0.048780000000000004,0.12195,1.8571400000000002,0.0,1.4,2.6,9.33333,1.0,1.0,1.0,3.09091,41.0,41.0,19.449270000000002
1937,4.6,5.6,6.86667,8.0,0.0,0.0,1.0,0.0,0.03252,0.024390000000000002,0.0,0.01626,0.048780000000000004,0.0,0.0,0.00813,0.03252,0.0,0.0,0.00813,7.611110000000001,0.64083,244243.42683,896.83333,0.09756000000000001,0.00813,0.66667,0.33333,0.01,0.03252,0.12195,0.6,0.0,0.8,1.5217399999999999,4.5,1.0,6.0,6.0,2.9756099999999996,123.0,20.5,29.251890000000003
1725,2.0,2.25,1.6,2.1,0.0,0.0,0.8,0.0,0.05405,0.027030000000000002,0.0,0.027030000000000002,0.05405,0.0,0.0,0.027030000000000002,0.027030000000000002,0.0,0.0,0.0,5.96667,0.64865,116338.41667,378.4,0.027030000000000002,0.01351,0.64865,0.35135,0.0,0.05405,0.18919,17.0,4.0,0.9285700000000001,3.25806,12.28571,1.0,5.0,5.0,2.47917,74.0,14.8,56.6103
1404,9.25,10.0,9.2,10.1,0.0,0.0,2.0,0.0,0.00725,0.0,0.0,0.014490000000000001,0.014490000000000001,0.0,0.0,0.00725,0.00725,0.0,0.0,0.0,8.15,0.5859,206985.70588,5.0,0.05072,0.0,0.6159399999999999,0.38406,0.0,0.04348,0.1087,2.0,0.0,0.78571,3.08621,6.0,1.0,5.0,5.0,2.76471,138.0,27.6,39.36013
1720,2.33333,2.0,2.5,2.16667,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.02667,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,7.04167,0.70667,170462.25581,700.0,0.053329999999999995,0.02667,0.57333,0.42667,0.0,0.09333,0.14667,0.0,0.0,0.6,4.52,16.0,1.0,4.0,4.0,2.67442,75.0,18.75,52.70775
1294,3.4,5.8,2.8,3.93333,0.0,0.0,2.66667,0.00602,0.0241,0.0241,0.0,0.01807,0.04819,0.0,0.0,0.01205,0.0241,0.0,0.0,0.0,8.94444,0.52045,223622.82105,1435.8333300000002,0.04819,0.00602,0.57229,0.42771000000000003,0.0,0.060239999999999995,0.13253,1.75,4.0,0.625,2.04762,5.41176,1.0,6.0,6.0,2.81053,166.0,27.66667,41.8702
2429,1.2,1.2,0.66667,1.2,0.0,0.0,0.8333299999999999,0.0,0.03297,0.02198,0.0,0.03297,0.06592999999999999,0.0,0.0,0.02198,0.03297,0.0,0.0,0.01099,8.41667,0.73626,88721.78332999999,959.0,0.08791,0.01099,0.6593399999999999,0.34066,0.0,0.05495,0.10989000000000002,1.71429,0.0,0.5,2.41667,8.5,1.0,6.0,6.0,2.9333299999999998,91.0,15.166670000000002,34.49138
1146,2.0,2.2,1.93333,1.93333,0.0,0.0,1.33333,0.0,0.00909,0.0,0.0,0.02727,0.03636,0.01818,0.0,0.02727,0.03636,0.00909,0.0,0.00909,11.97222,0.7309100000000001,120792.61446,3134.16667,0.16364,0.02727,0.75455,0.24545,0.0,0.03636,0.12727,0.5,2.5,1.6,2.60526,7.0,1.0,6.0,6.0,2.54217,110.0,18.33333,45.64485
1942,4.0,4.8,6.6,7.66667,0.0,0.0,1.0,0.0,0.03306,0.02479,0.0,0.01653,0.049589999999999995,0.0,0.0,0.00826,0.03306,0.0,0.0,0.00826,7.6222199999999996,0.63318,233176.19277,880.5,0.09091,0.00826,0.68595,0.31405,0.01,0.03306,0.12397000000000001,0.66667,0.0,0.8,1.48936,4.5,1.0,6.0,6.0,2.92771,121.0,20.16667,29.101370000000003
2673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06667000000000001,0.02222,0.0,0.06667000000000001,0.08889,0.0,0.0,0.04444,0.02222,0.0,0.0,0.0,5.71429,0.8,308698.03448000003,0.0,0.06667000000000001,0.02222,0.64444,0.35556,0.0,0.02222,0.11110999999999999,3.0,4.0,0.0,3.0,14.5,1.0,1.0,1.0,2.48276,45.0,45.0,33.96
1621,2.625,2.875,1.72222,1.8888900000000002,0.0,0.0,1.33333,0.0,0.0625,0.026789999999999998,0.0,0.035710000000000006,0.08036,0.0,0.0,0.04464,0.026789999999999998,0.0,0.0,0.01786,5.62593,0.6453800000000001,266745.06579,3797.8888899999997,0.0625,0.053570000000000007,0.67857,0.32143,0.0,0.026789999999999998,0.13393,2.4,3.0,1.18182,2.29787,9.9,1.0,9.0,9.0,2.65789,112.0,12.44444,53.40746
1292,1.75,2.0,1.8,2.2,0.0,0.0,1.2,0.00633,0.02532,0.02532,0.0,0.02532,0.056960000000000004,0.0,0.0,0.01899,0.02532,0.0,0.0,0.0,7.58,0.5755899999999999,279712.31313,1630.2,0.11392000000000001,0.00633,0.62658,0.37342,0.0,0.03165,0.12025,3.11111,4.0,0.6875,2.2542400000000002,6.1875,1.0,5.0,5.0,3.0,158.0,31.6,20.253410000000002
1724,2.0,3.66667,1.83333,3.33333,1.33333,2.0,2.5,0.0,0.07292,0.052079999999999994,0.0,0.04167,0.09375,0.0,0.0,0.03125,0.052079999999999994,0.0,0.0,0.0,5.40833,0.61458,116464.83050999999,8072.25,0.09375,0.0,0.61458,0.38542,0.01042,0.04167,0.10417,2.66667,0.0,0.1,2.97436,14.44444,1.0,4.0,4.0,2.59322,96.0,24.0,49.9875
1391,4.0,4.25,2.7,3.1,0.75,1.75,0.8,0.0,0.018019999999999998,0.0,0.0,0.036039999999999996,0.04505,0.009009999999999999,0.0,0.036039999999999996,0.018019999999999998,0.0,0.0,0.0,7.71905,0.5391699999999999,153438.84375,311.2,0.07207000000000001,0.018019999999999998,0.57658,0.42341999999999996,0.01,0.05405,0.14414000000000002,1.5714299999999999,0.0,1.0,5.0,10.0,1.0,5.0,5.0,2.64062,111.0,22.2,52.529030000000006
2918,0.33333,1.66667,0.66667,1.2381,0.0,0.0,1.14286,0.0,0.02609,0.01739,0.0,0.05217,0.06957,0.0,0.0,0.03478,0.01739,0.0,0.0,0.0,5.92857,0.69312,182175.77778,2358.28571,0.14783,0.0,0.6260899999999999,0.37390999999999996,0.0,0.02609,0.10435,1.25,0.0,0.63636,3.33333,9.88889,1.0,7.0,7.0,2.98611,115.0,16.42857,37.947829999999996
2925,0.5,1.1,0.65455,1.18182,0.0,0.0,1.09091,0.0,0.0226,0.00565,0.0,0.02825,0.0339,0.0,0.0,0.0113,0.00565,0.0,0.0,0.0,4.86364,0.6876899999999999,356503.95238000003,2756.18182,0.08475,0.02825,0.59322,0.40678000000000003,0.0,0.0791,0.14689000000000002,2.84615,1.6,0.72,3.7963,9.34783,1.0,11.0,11.0,3.17143,177.0,16.09091,29.8451
1600,3.0,4.0,1.66667,3.16667,0.33333,0.33333,0.75,0.0,0.02247,0.0,0.0,0.056179999999999994,0.056179999999999994,0.0,0.0,0.033710000000000004,0.0,0.0,0.0,0.0,9.275,0.70787,157210.38462,3020.0,0.08989,0.01124,0.58427,0.41573000000000004,0.02247,0.08989,0.14607,1.33333,5.0,0.46153999999999995,2.69231,10.66667,1.0,4.0,4.0,2.38462,89.0,22.25,62.754619999999996
1122,1.2,1.4,0.9333299999999999,1.2,1.2,1.2,1.66667,0.0,0.00943,0.0,0.0,0.0283,0.037739999999999996,0.018869999999999998,0.0,0.0283,0.0283,0.00943,0.0,0.00943,6.90278,0.75143,171698.97402999998,3134.16667,0.14151,0.0283,0.72642,0.27358000000000005,0.01,0.04717,0.15094000000000002,0.66667,2.5,1.41667,3.21053,7.363639999999999,1.0,6.0,6.0,2.66234,106.0,17.66667,41.7505
1405,6.0,6.5,3.9,4.0,0.0,0.0,1.8,0.0,0.008,0.0,0.0,0.032,0.032,0.0,0.0,0.016,0.008,0.0,0.0,0.0,6.223330000000001,0.5726899999999999,140315.71233,340.0,0.04,0.0,0.584,0.41600000000000004,0.0,0.055999999999999994,0.12,1.4,0.0,0.9285700000000001,4.0625,5.28571,1.0,5.0,5.0,2.79452,125.0,25.0,44.108000000000004
1946,5.8,6.8,8.53333,9.66667,0.0,0.0,1.0,0.0,0.03125,0.02344,0.0,0.015619999999999998,0.04688,0.0,0.0,0.007809999999999999,0.03125,0.0,0.0,0.007809999999999999,8.0,0.63517,261391.20455,992.5,0.08594,0.007809999999999999,0.6875,0.3125,0.009309999999999999,0.03125,0.11719,0.66667,0.0,0.8,1.32075,4.5,1.0,6.0,6.0,3.03409,128.0,21.33333,21.6301
2488,15.333329999999998,18.66667,7.83333,9.66667,0.0,0.0,1.0,0.0,0.0146,0.0073,0.0,0.0219,0.0292,0.0146,0.0,0.0219,0.0292,0.0073,0.0,0.0,6.10417,0.41105,313772.23711,2052.5,0.08759,0.0219,0.70803,0.29197,0.0,0.0073,0.09489,2.83333,2.5,1.18182,1.9384599999999998,9.22222,1.0,4.0,4.0,2.52577,137.0,34.25,28.198259999999998
2627,5.0,5.0,4.66667,6.33333,0.0,0.0,1.66667,0.0,0.03797,0.01266,0.0,0.01266,0.03797,0.0,0.0,0.02532,0.01266,0.0,0.0,0.0,8.16667,0.62025,126758.06667,728.3333299999999,0.06329,0.02532,0.56962,0.43038000000000004,0.0,0.10127,0.13924,1.4,0.0,0.7,2.80769,4.875,1.0,3.0,3.0,3.3111099999999998,79.0,26.33333,13.283879999999998
1390,2.8,3.8,1.4666700000000001,2.13333,0.6,2.4,1.16667,0.0,0.00962,0.0,0.0,0.03846,0.03846,0.01923,0.0,0.02885,0.01923,0.0,0.0,0.0,5.422219999999999,0.56,249163.90164,625.1666700000001,0.03846,0.02885,0.58654,0.41346000000000005,0.01,0.03846,0.16346,0.5,2.0,0.875,3.7058800000000005,9.35714,1.0,6.0,6.0,2.5245900000000003,104.0,17.33333,62.85513
3097,2.66667,4.0,2.42857,4.14286,0.0,0.0,1.71429,0.0,0.02206,0.00735,0.0,0.03676,0.06617999999999999,0.0,0.0,0.05147,0.02206,0.00735,0.0,0.00735,8.17857,0.5908100000000001,497124.21429,1721.8571399999998,0.07353,0.02206,0.61765,0.38235,0.0,0.05147,0.14706,3.2,1.0,0.61111,3.76471,6.88235,1.0,7.0,7.0,2.66667,136.0,19.42857,49.34
1029,0.75,1.0,0.5,0.7,0.0,0.0,0.8,0.01316,0.02632,0.01316,0.0,0.02632,0.052629999999999996,0.0,0.01316,0.02632,0.01316,0.0,0.0,0.0,4.7666699999999995,0.7368399999999999,180270.2,2432.2,0.01316,0.01316,0.59211,0.40789000000000003,0.0,0.07895,0.21053000000000002,0.0,11.0,0.875,4.3913,8.9,1.0,5.0,5.0,2.66667,76.0,15.2,54.18858
1715,1.8571400000000002,2.28571,1.10714,1.4642899999999999,0.0,0.0,0.75,0.0,0.02256,0.007520000000000001,0.0,0.030080000000000003,0.052629999999999996,0.007520000000000001,0.0,0.03759,0.030080000000000003,0.0,0.0,0.007520000000000001,5.4125,0.57529,97453.14474,18035.25,0.052629999999999996,0.007520000000000001,0.57143,0.42857,0.0,0.07518999999999999,0.18045,6.33333,4.0,0.82609,4.34091,9.15,1.0,8.0,8.0,2.75,133.0,16.625,48.13055
1366,1.71429,2.28571,1.0,1.2857100000000001,0.28570999999999996,0.28570999999999996,0.625,0.0,0.03846,0.03077,0.0,0.03846,0.06923,0.0,0.0,0.02308,0.03077,0.0,0.0,0.0,7.32292,0.57677,383627.27397,7189.5,0.04615,0.007690000000000001,0.5615399999999999,0.43846,0.01,0.05385,0.15385,2.6,3.0,0.4,2.55,9.63158,1.0,8.0,8.0,2.43836,130.0,16.25,74.8551
1098,2.0,3.0,6.8,8.5,0.0,0.0,1.2,0.0,0.03125,0.02083,0.0,0.03125,0.09375,0.02083,0.0,0.0625,0.0625,0.0,0.0,0.01042,6.2666699999999995,0.51042,340179.61194000003,1520.6,0.04167,0.02083,0.69792,0.30208,0.0,0.03125,0.1875,1.75,1.0,0.66667,2.54054,3.91667,1.0,5.0,5.0,3.01493,96.0,19.2,20.49075
1117,5.0,9.0,3.7333300000000005,6.8,0.8,0.8,2.33333,0.00521,0.01042,0.01042,0.0,0.03125,0.04688,0.01042,0.0,0.03125,0.03646,0.0,0.0,0.0,6.16667,0.6059100000000001,332697.61789,996.66667,0.0625,0.052079999999999994,0.64062,0.35938000000000003,0.00215,0.015619999999999998,0.14062,2.33333,0.0,0.80952,2.86301,6.77273,1.0,6.0,6.0,2.37398,192.0,32.0,50.68
1838,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.07692,0.025639999999999996,0.0,0.025639999999999996,0.07692,0.0,0.0,0.05127999999999999,0.025639999999999996,0.0,0.0,0.0,10.25,0.76923,219241.07406999997,127.5,0.07692,0.0,0.69231,0.30769,0.0,0.025639999999999996,0.12821,1.66667,0.0,1.8,2.94444,5.0,1.0,2.0,2.0,2.81481,39.0,19.5,33.81173
1615,4.22222,6.555560000000001,1.84444,3.57778,0.33333,0.77778,1.2,0.0,0.03871,0.01935,0.0,0.0129,0.07097,0.0,0.0,0.03871,0.045160000000000006,0.0,0.0,0.00645,3.14762,0.53304,252588.75248000002,3604.4,0.045160000000000006,0.01935,0.65161,0.34839000000000003,0.006790000000000001,0.045160000000000006,0.2129,2.71429,4.0,0.5172399999999999,2.16071,8.57143,1.0,10.0,10.0,2.67327,155.0,15.5,48.61992
2622,1.66667,1.83333,1.38095,1.80952,0.0,0.0,1.2857100000000001,0.0,0.00909,0.00909,0.0,0.03636,0.06364,0.0,0.0,0.03636,0.03636,0.0,0.0,0.0,6.22619,0.59273,220261.90625,1973.1428600000002,0.04545,0.02727,0.58182,0.41818,0.0,0.06364,0.15455,2.8,3.66667,0.86667,2.43243,7.27273,1.0,7.0,7.0,2.79688,110.0,15.71429,50.61045
1365,1.25,1.625,0.8333299999999999,1.19444,0.25,0.25,0.55556,0.0,0.04615,0.03846,0.0,0.05385,0.09231,0.0,0.0,0.03077,0.03846,0.0,0.0,0.0,4.93519,0.6,385619.27027,375.33333,0.05385,0.015380000000000001,0.56923,0.43077,0.02065,0.05385,0.14615,2.6,2.0,0.36841999999999997,2.45,9.55556,1.0,9.0,9.0,2.47297,130.0,14.44444,72.78312
3093,0.8,2.2,1.06667,2.0,0.0,0.0,2.16667,0.0,0.05127999999999999,0.03419,0.0,0.059829999999999994,0.10255999999999998,0.01709,0.0,0.059829999999999994,0.059829999999999994,0.00855,0.0,0.00855,7.71667,0.65167,186151.86957,1527.6666699999998,0.01709,0.00855,0.5897399999999999,0.41026,0.0,0.06838,0.17094,1.5,1.0,0.8,3.41304,3.6470599999999997,1.0,6.0,6.0,2.88406,117.0,19.5,41.0425
2924,1.0,1.4285700000000001,0.89286,1.2142899999999999,0.0,0.14286,0.75,0.0,0.03478,0.01739,0.0,0.06957,0.10435,0.0,0.0,0.04348,0.02609,0.0,0.0,0.02609,3.6279800000000004,0.62125,262825.01515,8402.625,0.12174000000000001,0.0087,0.57391,0.42608999999999997,0.0,0.09565,0.13913,3.92308,5.0,0.86667,5.26471,7.92857,1.0,8.0,8.0,3.04545,115.0,14.375,42.23916
1993,6.6,7.6,12.66667,13.866670000000001,0.0,0.0,0.16667,0.0,0.026489999999999996,0.01987,0.0,0.01987,0.046360000000000005,0.00662,0.0,0.01325,0.03311,0.0,0.0,0.00662,7.452780000000001,0.58404,254788.20951999997,773.8333299999999,0.07947,0.00662,0.6953600000000001,0.30464,0.005379999999999999,0.026489999999999996,0.11921,0.7,0.0,1.16667,1.44262,6.4,1.0,6.0,6.0,2.92381,151.0,25.16667,23.27626
1620,2.4,3.6,2.13333,2.86667,0.4,0.4,4.33333,0.0,0.055560000000000005,0.01587,0.0,0.047619999999999996,0.09523999999999999,0.0,0.0,0.03968,0.01587,0.0,0.0,0.03175,6.202780000000001,0.5763,278916.24,2791.0,0.03968,0.07937000000000001,0.59524,0.40476,0.01,0.03968,0.09523999999999999,2.8,0.0,0.9166700000000001,2.58333,9.66667,1.0,6.0,6.0,2.70667,126.0,21.0,51.605709999999995
1531,3.0,3.0,4.0,4.0,0.0,0.0,0.66667,0.0,0.028569999999999998,0.01429,0.0,0.057139999999999996,0.07143,0.0,0.0,0.028569999999999998,0.01429,0.0,0.0,0.0,6.5,0.65714,212634.19512000002,0.0,0.07143,0.01429,0.5857100000000001,0.41428999999999994,0.0,0.028569999999999998,0.07143,2.2,3.0,1.0,4.72,8.33333,1.0,3.0,3.0,2.6097599999999996,70.0,23.33333,54.7431
1839,1.66667,2.0,3.0,3.5,0.0,0.0,0.5,0.0,0.035289999999999995,0.023530000000000002,0.0,0.01176,0.035289999999999995,0.0,0.0,0.01176,0.023530000000000002,0.0,0.0,0.0,11.75,0.6117600000000001,88551.30909,0.0,0.047060000000000005,0.0,0.6470600000000001,0.35294000000000003,0.0,0.035289999999999995,0.07059,2.5,0.0,0.66667,2.68293,6.66667,1.0,4.0,4.0,2.23636,85.0,21.25,70.00978
3087,7.0,12.0,7.0,12.0,0.0,0.0,1.5,0.0,0.055560000000000005,0.03704,0.0,0.03704,0.12963,0.0,0.0,0.01852,0.03704,0.0,0.0,0.055560000000000005,6.0,0.62963,153855.66667,498.5,0.09258999999999999,0.03704,0.66667,0.33333,0.0,0.03704,0.14815,2.6,0.0,1.8,2.5238099999999997,3.5,1.0,2.0,2.0,2.97222,54.0,27.0,20.89667
1597,3.33333,3.66667,2.33333,3.5,0.0,0.0,1.0,0.0,0.02299,0.0,0.0,0.04598,0.04598,0.0,0.0,0.02299,0.0,0.0,0.0,0.0,8.10417,0.62069,202529.9,3020.0,0.06897,0.01149,0.57471,0.42528999999999995,0.01149,0.06897,0.14943,2.25,5.0,0.63636,3.0,9.55556,1.0,4.0,4.0,2.3,87.0,21.75,69.22771999999999
1119,1.0,1.2,0.8,1.06667,0.0,0.0,1.16667,0.0,0.02655,0.00885,0.0,0.0354,0.0531,0.0177,0.0,0.0354,0.06195,0.0354,0.0,0.00885,7.22778,0.77571,353469.90361,2901.5,0.09735,0.06195,0.73451,0.26549,0.01,0.04425,0.19469,5.2,1.5,1.1578899999999999,3.33333,7.875,1.0,6.0,6.0,2.60241,113.0,18.83333,41.05368
1396,4.2,5.6,3.4,5.33333,0.0,0.0,1.5,0.0,0.0099,0.0,0.0,0.0495,0.0495,0.0198,0.0,0.0297,0.0198,0.0,0.0,0.0,6.08333,0.485,536919.2857100001,228.83333,0.07921,0.0198,0.62376,0.37624,0.0,0.0297,0.21781999999999999,2.875,0.0,1.09524,5.37931,10.0,1.0,6.0,6.0,2.34921,101.0,16.83333,70.08778000000001
1938,7.0,7.83333,7.80952,8.66667,0.0,0.0,1.0,0.0,0.03175,0.023809999999999998,0.0,0.01587,0.047619999999999996,0.0,0.0,0.007940000000000001,0.03175,0.0,0.0,0.007940000000000001,11.83333,0.6088899999999999,265960.29545,1311.7142900000001,0.0873,0.007940000000000001,0.6984100000000001,0.30159,0.01,0.03175,0.12697999999999998,0.66667,0.0,0.8,1.34615,4.09091,1.0,7.0,7.0,2.98864,126.0,18.0,25.77929
2430,1.0,1.2,0.86667,1.2,0.0,0.0,1.5,0.0,0.02885,0.01923,0.0,0.03846,0.06731000000000001,0.0,0.0,0.01923,0.01923,0.0,0.0,0.0,5.86667,0.7240000000000001,391731.95161,843.83333,0.03846,0.00962,0.59615,0.40385,0.0,0.07692,0.15385,5.0,3.0,0.9230799999999999,2.71795,7.0,1.0,6.0,6.0,2.67742,104.0,17.33333,56.34744
1399,1.8,3.0,2.4,3.4,0.6,1.8,4.83333,0.0,0.048780000000000004,0.024390000000000002,0.0,0.024390000000000002,0.06504,0.0,0.0,0.04065,0.03252,0.0,0.0,0.0,6.11806,0.56458,182952.68919,1833.8333300000002,0.10569,0.03252,0.60163,0.39837,0.0025,0.06504,0.13008,1.44444,0.0,0.75,3.58974,7.444439999999999,1.0,6.0,6.0,2.89189,123.0,20.5,38.19335
2183,3.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.025639999999999996,0.0,0.0,0.05127999999999999,0.05127999999999999,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,0.0,5.83333,0.79487,75329.59091,1016.5,0.15385,0.0,0.5641,0.4359,0.0,0.05127999999999999,0.12821,2.16667,0.0,1.4,3.54545,9.33333,1.0,2.0,2.0,3.22727,39.0,19.5,27.304040000000004
2489,3.2,4.8,2.13333,3.4666699999999997,0.0,0.0,3.16667,0.0,0.01923,0.006409999999999999,0.0,0.01923,0.03205,0.006409999999999999,0.0,0.025639999999999996,0.04487,0.006409999999999999,0.0,0.006409999999999999,6.54167,0.6675399999999999,278063.87156,4449.0,0.05127999999999999,0.03205,0.69872,0.30128,0.0,0.01923,0.16667,3.28571,2.33333,0.78947,2.75385,8.105260000000001,1.0,6.0,6.0,2.51376,156.0,26.0,42.94115
1723,0.75,1.25,0.9,1.6,0.0,0.0,2.4,0.0,0.05479,0.0274,0.0,0.05479,0.08219,0.0,0.0,0.0411,0.0274,0.0,0.0,0.0,5.76,0.6301399999999999,92343.34883999999,7238.8,0.09589,0.0,0.58904,0.41096000000000005,0.0,0.06849,0.10959,2.2,0.0,0.5,4.74074,11.5,1.0,5.0,5.0,2.67442,73.0,14.6,55.54476999999999
1983,1.83333,2.16667,0.85714,1.5714299999999999,0.0,0.0,3.0,0.0,0.03175,0.023809999999999998,0.0,0.03175,0.055560000000000005,0.007940000000000001,0.0,0.023809999999999998,0.03175,0.0,0.0,0.0,4.9619,0.7288899999999999,106361.19481,74666.71429,0.09523999999999999,0.01587,0.61111,0.38889,0.0,0.023809999999999998,0.15079,1.8888900000000002,4.0,1.05556,4.2619,7.363639999999999,1.0,7.0,7.0,3.1428599999999998,126.0,18.0,27.793570000000003
2928,0.8333299999999999,1.5,0.61905,1.19048,0.0,0.0,0.85714,0.0,0.03659,0.024390000000000002,0.0,0.0122,0.048780000000000004,0.0,0.0,0.024390000000000002,0.024390000000000002,0.0,0.0,0.0122,4.28571,0.71951,207580.48333,96789.42857,0.13415,0.0122,0.7317100000000001,0.26829000000000003,0.0,0.03659,0.17073,6.0,3.0,0.63636,2.73333,9.7,1.0,7.0,7.0,2.35,82.0,11.71429,64.64988000000001
1406,1.83333,2.5,1.80952,2.42857,0.0,0.0,3.71429,0.0,0.0129,0.00645,0.0,0.00645,0.025810000000000003,0.0,0.0,0.00645,0.0129,0.0,0.0129,0.0,5.7881,0.60696,232536.38371999998,655.0,0.01935,0.0,0.55484,0.44516000000000006,0.0,0.032260000000000004,0.16774,4.0,0.0,0.56522,3.9056599999999997,9.0,1.0,7.0,7.0,2.6395299999999997,155.0,22.14286,56.06839
2146,0.66667,1.66667,1.5,3.5,0.0,0.0,0.75,0.0,0.10769000000000001,0.06154,0.0,0.015380000000000001,0.10769000000000001,0.0,0.0,0.04615,0.06154,0.0,0.0,0.0,4.9375,0.6,350767.7,408.5,0.06154,0.03077,0.61538,0.38461999999999996,0.0,0.03077,0.21538000000000002,2.0,0.0,0.46153999999999995,1.3,8.16667,1.0,4.0,4.0,3.0,65.0,16.25,37.110479999999995
2620,3.0,9.0,3.0,9.0,0.0,0.0,1.5,0.0,0.035289999999999995,0.035289999999999995,0.0,0.058820000000000004,0.09412000000000001,0.0,0.0,0.023530000000000002,0.035289999999999995,0.0,0.0,0.0,18.5,0.62353,218403.77550999998,0.0,0.07059,0.023530000000000002,0.5764699999999999,0.42353,0.0,0.058820000000000004,0.14118,1.2,5.0,0.8,2.78571,7.0,1.0,2.0,2.0,2.95918,85.0,42.5,16.591620000000002
2972,2.77778,4.11111,2.26667,2.88889,0.0,0.11110999999999999,0.9,0.0,0.0226,0.0113,0.0,0.0565,0.08475,0.00565,0.0,0.0452,0.02825,0.0,0.0,0.01695,5.925,0.55692,223699.11926999997,3650.1,0.11299000000000001,0.0113,0.61582,0.38418,0.0,0.0565,0.10734,3.52941,3.0,0.63158,4.11667,9.33333,1.0,10.0,10.0,2.86239,177.0,17.7,42.55086
1038,1.25,2.0,1.1,1.8,0.0,0.0,1.4,0.0,0.027030000000000002,0.01351,0.0,0.01351,0.04054,0.0,0.0,0.01351,0.01351,0.0,0.0,0.01351,5.45,0.64865,205690.0,51.2,0.01351,0.0,0.59459,0.40541,0.0,0.05405,0.22973000000000002,0.0,0.0,0.8125,2.54545,6.923080000000001,1.0,5.0,5.0,2.75,74.0,14.8,54.323809999999995
1113,14.5,19.5,18.66667,22.0,0.0,0.0,1.33333,0.0,0.054220000000000004,0.03614,0.0,0.03614,0.08434,0.01205,0.0,0.04217,0.04819,0.0,0.0,0.01205,10.96212,0.40612,308730.23076999997,953.0,0.04217,0.00602,0.70482,0.29518,0.0,0.030119999999999997,0.12047999999999999,1.71429,0.0,0.78571,2.57317,6.647060000000001,1.0,3.0,3.0,2.51282,166.0,55.333330000000004,9.201789999999999
1992,8.6,9.8,15.266670000000001,16.73333,0.0,0.0,0.16667,0.0,0.027030000000000002,0.02027,0.0,0.02027,0.0473,0.0067599999999999995,0.0,0.01351,0.033780000000000004,0.0,0.0,0.0067599999999999995,9.20833,0.5798,247011.33333000002,880.5,0.08784,0.0067599999999999995,0.72973,0.27026999999999995,0.00571,0.027030000000000002,0.13514,0.77778,0.0,1.16667,1.41935,4.923080000000001,1.0,6.0,6.0,2.83333,148.0,24.66667,23.73077
1527,2.0,2.75,2.33333,3.08333,0.0,0.0,1.33333,0.00847,0.01695,0.00847,0.0,0.01695,0.04237,0.0,0.0,0.01695,0.00847,0.0,0.0,0.00847,6.44444,0.49421000000000004,190356.10294,4.66667,0.059320000000000005,0.025419999999999998,0.57627,0.42373,0.0,0.07627,0.09322000000000001,2.6,4.0,0.63636,3.88889,10.7,1.0,9.0,9.0,2.63235,118.0,13.11111,64.89331999999999
1033,0.5,1.5,0.4,1.3,0.0,0.0,1.0,0.01266,0.02532,0.01266,0.0,0.02532,0.05063,0.0,0.01266,0.02532,0.01266,0.0,0.0,0.0,7.86667,0.78481,247553.85714,2170.4,0.03797,0.01266,0.62025,0.37975,0.0,0.06329,0.21519000000000002,1.33333,11.0,1.0,3.95652,7.090910000000001,1.0,5.0,5.0,2.7551,79.0,15.8,46.46382
1096,6.5,7.0,11.6,13.3,0.0,0.0,1.2,0.0,0.02885,0.01923,0.0,0.02885,0.08653999999999999,0.01923,0.0,0.05769,0.05769,0.0,0.0,0.00962,8.1,0.46799999999999997,394292.18666999997,2042.2,0.05769,0.01923,0.72115,0.27885,0.0,0.06731000000000001,0.16346,2.5,1.0,0.66667,1.8913,3.91667,1.0,5.0,5.0,3.0,104.0,20.8,12.96915
3180,5.66667,9.33333,6.66667,9.0,0.0,0.0,0.5,0.0,0.03937,0.02362,0.0,0.03937,0.07087,0.0,0.0,0.01575,0.02362,0.0,0.0,0.00787,6.89744,0.54964,240539.60759,1473.75,0.05512,0.0315,0.62205,0.37795,0.0,0.01575,0.15748,3.0,2.5,0.75,1.55319,9.78571,1.0,4.0,4.0,3.0886099999999996,127.0,31.75,20.76308
